Date,Open,High,Low,Close,Volume
01/09/2007,59.3300,59.5000,57.7800,58.5000,"2,997,800"
01/10/2007,58.1700,58.5200,57.7000,57.9100,"2,729,300"
01/11/2007,58.1200,58.6100,57.7100,58.1500,"2,295,100"
01/12/2007,58.1600,58.6600,57.8500,58.3500,"1,943,400"
01/16/2007,58.4600,58.8500,57.9000,58.5700,"2,498,100"
01/17/2007,58.4000,58.5700,57.1500,57.2500,"3,569,200"
01/18/2007,57.4500,57.5300,56.7500,57.2200,"2,062,400"
01/19/2007,57.4900,57.5300,56.4700,57.0000,"2,416,000"
01/22/2007,56.9300,57.1500,56.1400,56.4400,"3,036,900"
01/23/2007,56.6400,57.2900,56.1900,56.6900,"3,531,600"
01/24/2007,56.7700,56.9300,56.0900,56.8700,"2,343,600"
01/25/2007,56.7300,57.0000,56.3100,56.5700,"2,391,500"
01/26/2007,56.5600,56.6900,55.2900,55.6900,"3,207,000"
01/29/2007,55.2900,55.6400,54.9700,55.5300,"2,229,400"
01/30/2007,55.8400,55.9900,55.4000,55.8300,"1,935,300"
01/31/2007,55.5200,56.6300,55.3100,56.5300,"3,509,500"
02/01/2007,56.5300,57.4000,56.0200,57.1500,"2,520,300"
02/02/2007,57.1500,57.3200,56.8900,57.0600,"2,177,300"
02/05/2007,56.8100,56.8650,56.2320,56.6000,"15,682,000"
02/06/2007,56.6000,57.0700,56.5500,57.0100,"1,606,100"
02/07/2007,56.9400,57.4200,56.9300,57.0600,"2,188,400"
02/08/2007,56.5100,56.5300,55.9100,56.4300,"3,105,400"
02/09/2007,56.6200,57.5600,55.8500,56.2800,"2,318,000"
02/12/2007,56.5100,56.7100,56.0100,56.1300,"8,152,122"
02/13/2007,56.2200,57.5400,56.0800,57.4600,"3,985,860"
02/14/2007,57.5100,59.1700,57.5100,58.7300,"3,630,066"
02/15/2007,58.7900,59.2000,58.3900,59.0000,"2,612,200"
02/16/2007,59.0000,59.8000,58.7000,59.6800,"3,124,800"
02/20/2007,59.8400,60.0100,59.5500,59.8800,"5,491,600"
02/21/2007,59.7800,60.1600,59.4600,60.1600,"4,068,600"
02/22/2007,60.0800,60.2500,59.8600,60.1500,"3,936,700"
02/23/2007,59.9700,59.9700,58.4800,59.4900,"5,381,500"
02/26/2007,59.8000,60.2500,58.8500,59.1400,"3,642,347"
02/27/2007,59.1500,59.2000,56.0200,56.8300,"7,045,800"
02/28/2007,56.7600,57.6800,56.0000,56.7600,"5,843,600"
03/01/2007,55.9500,56.6000,54.9600,56.4400,"8,492,076"
03/02/2007,56.4500,56.9400,54.8100,54.8500,"5,576,600"
03/05/2007,54.0000,54.8400,53.0000,53.1200,"6,421,609"
03/06/2007,53.4800,55.0500,53.2300,54.8300,"7,877,308"
03/07/2007,54.8000,55.2800,54.2000,54.4700,"6,244,600"
03/08/2007,54.9500,55.9100,54.8000,55.5000,"4,629,265"
03/09/2007,55.9200,56.0000,55.0000,55.5600,"3,174,800"
03/12/2007,55.3800,55.5000,53.8500,54.2700,"3,879,500"
03/13/2007,53.4000,54.9500,52.9400,52.9400,"5,751,600"
03/14/2007,53.2900,53.9400,51.8800,53.6000,"5,315,484"
03/15/2007,53.6700,54.7800,53.3900,54.0900,"4,241,346"
03/16/2007,54.3200,54.7700,53.6000,53.7900,"5,081,100"
03/19/2007,54.0400,54.9900,54.0400,54.6900,"2,893,722"
03/20/2007,54.6000,55.6900,54.4600,55.3200,"2,546,500"
03/21/2007,55.2800,57.7400,55.1000,57.4600,"3,949,601"
03/22/2007,57.6000,57.7500,56.3800,56.7500,"5,769,727"
03/23/2007,56.5200,56.9900,56.0800,56.6300,"4,867,700"
03/26/2007,56.5200,56.7000,55.6200,56.5500,"5,552,000"
03/27/2007,56.1900,56.5100,55.8200,56.0600,"2,661,800"
03/28/2007,55.6400,55.9400,54.3200,54.5000,"5,375,225"
03/29/2007,54.7000,55.5100,54.7000,55.1900,"4,775,065"
03/30/2007,55.1900,55.4500,53.8600,54.5800,"3,468,867"
04/02/2007,54.5800,54.5800,53.6000,54.4700,"4,462,200"
04/03/2007,54.8000,55.5500,54.6000,54.6500,"3,687,000"
04/04/2007,54.6600,54.6600,54.0400,54.3300,"3,079,335"
04/05/2007,54.3300,54.5400,54.0000,54.3300,"2,467,500"
04/09/2007,54.3300,54.5000,53.9600,54.4300,"2,296,000"
04/10/2007,54.3000,54.4200,53.6300,54.2700,"2,664,500"
04/11/2007,54.1500,54.3000,53.7000,53.8400,"2,866,848"
04/12/2007,54.3700,54.3700,53.3000,53.9700,"3,021,698"
04/13/2007,54.3700,54.3700,53.6900,53.9400,"3,282,085"
04/16/2007,55.0000,56.9600,54.9700,56.9200,"5,607,809"
04/17/2007,56.7700,57.5000,56.1200,56.9700,"2,857,967"
04/18/2007,56.9000,58.3600,56.7500,57.8400,"3,767,431"
04/19/2007,58.8500,58.8500,57.0600,58.0300,"2,606,406"
04/20/2007,58.8800,59.2500,58.3600,59.0700,"18,733,529"
04/23/2007,59.1500,59.1900,58.4000,58.4900,"2,632,600"
04/24/2007,58.3100,58.3900,57.3500,57.8700,"3,112,400"
04/25/2007,58.0900,59.0400,57.7500,58.9400,"14,437,940"
04/26/2007,58.2900,59.3500,58.0200,59.1000,"3,030,243"
04/27/2007,59.0600,59.1800,58.7200,59.0000,"1,537,700"
04/30/2007,59.3000,59.5000,58.9200,58.9200,"3,441,510"
05/01/2007,58.9400,59.5200,58.2500,59.2800,"2,443,506"
05/02/2007,59.0000,60.0800,58.1700,59.8200,"2,907,100"
05/03/2007,60.1500,61.1800,59.6500,61.1000,"12,154,700"
05/04/2007,61.3900,61.8100,61.0700,61.1900,"4,018,451"
05/07/2007,61.5000,61.8600,61.3400,61.6800,"2,803,359"
05/08/2007,61.4000,62.6900,61.3300,62.4600,"3,050,280"
05/09/2007,62.4400,62.9500,61.6500,62.8300,"10,011,110"
05/10/2007,62.8300,62.8300,62.0200,62.0600,"2,934,520"
05/11/2007,62.2600,62.7800,62.1700,62.5900,"5,848,050"
